text	source_full_code	numeric_pinyin	marked_pinyin
消了吧	1jfu\eeebddd	xiao1 le5 ba5	xiāo le ba
消了毒	1jfu\eee]oiu	xiao1 le5 du2	xiāo le dú
消了气	1jfu\eee2jkl	xiao1 le5 qi4	xiāo le qì
消亡了	1jfu=od;\eee	xiao1 wang2 le5	xiāo wáng le
消停了	1jfutkeG\eee	xiao1 ting5 le5	xiāo ting le
消减了	1jfu3lsz\eee	xiao1 jian3 le5	xiāo jiǎn le
消化了	1jfuhuds\eee	xiao1 hua4 le5	xiāo huà le
消去了	1jfu2m,.\eee	xiao1 qu4 le5	xiāo qù le
消失了	1jfu9JJJ\eee	xiao1 shi1 le5	xiāo shī le
消弭了	1jfu-lll\eee	xiao1 mi3 le5	xiāo mǐ le
消息么	1jfu1kkk-eee	xiao1 xi5 me5	xiāo xi me
消息了	1jfu1kkk\eee	xiao1 xi5 le5	xiāo xi le
消掉了	1jfu]jdo\eee	xiao1 diao4 le5	xiāo diào le
消散了	1jfu4fdz\eee	xiao1 san4 le5	xiāo sàn le
消气了	1jfu2jkl\eee	xiao1 qi4 le5	xiāo qì le
消沉了	1jfu8xca\eee	xiao1 chen2 le5	xiāo chén le
消沫	1jfu-rew	xiao1 mo4	xiāo mò
消沫剂	1jfu-rew3jkl	xiao1 mo4 ji4	xiāo mò jì
消沫器	1jfu-rew2jkl	xiao1 mo4 qi4	xiāo mò qì
消灭了	1jfu-jcx\eee	xiao1 mie4 le5	xiāo miè le
消瘦了	1jfu9reo\eee	xiao1 shou4 le5	xiāo shòu le
消磨了	1jfu-wer\eee	xiao1 mo2 le5	xiāo mó le
消耗了	1jfuhfdo\eee	xiao1 hao4 le5	xiāo hào le
消肿了	1jfu7ow/\eee	xiao1 zhong3 le5	xiāo zhǒng le
消融了	1jfu0oe;\eee	xiao1 rong2 le5	xiāo róng le
消解了	1jfu3lxx\eee	xiao1 jie3 le5	xiāo jiě le
消费了	1jfu[vcl\eee	xiao1 fei4 le5	xiāo fèi le
消费额	1jfu[vcl'wer	xiao1 fei4 e2	xiāo fèi é
消退了	1jfutucl\eee	xiao1 tui4 le5	xiāo tuì le
消逝了	1jfu9JKL\eee	xiao1 shi4 le5	xiāo shì le
消遣了	1jfu2lsz\eee	xiao1 qian3 le5	xiāo qiǎn le
消除了	1jfu8oiu\eee	xiao1 chu2 le5	xiāo chú le
消音了	1jfuyjva\eee	xiao1 yin1 le5	xiāo yīn le
消食了	1jfu9LKJ\eee	xiao1 shi2 le5	xiāo shí le
涉及了	9rew3lkj\eee	she4 ji2 le5	shè jí le
涉恶	9rew'rew	she4 e4	shè è
涌上了	`.w/9fd/\eee	yong3 shang4 le5	yǒng shàng le
涌入了	`.w/0uio\eee	yong3 ru4 le5	yǒng rù le
涌出了	`.w/8uuu\eee	yong3 chu1 le5	yǒng chū le
涌到了	`.w/]fdo\eee	yong3 dao4 le5	yǒng dào le
涌向了	`.w/1jd/\eee	yong3 xiang4 le5	yǒng xiàng le
涌来了	`.w/\sdj\eee	yong3 lai2 le5	yǒng lái le
涌满了	`.w/-ssz\eee	yong3 man3 le5	yǒng mǎn le
涌现了	`.w/1jdz\eee	yong3 xian4 le5	yǒng xiàn le
涌起了	`.w/2lll\eee	yong3 qi3 le5	yǒng qǐ le
涌进了	`.w/3jcz\eee	yong3 jin4 le5	yǒng jìn le
涎沫	1lda-rew	xian2 mo4	xián mò
涎玉沫珠	1lda`m,.-rew7uuu	xian2 yu4 mo4 zhu1	xián yù mò zhū
涐	'wer	e2	é
涓夜蛾	3mfayjcx'wer	juan1 ye4 e2	juān yè é
涡尺蛾	=urr8LLL'wer	wo1 chi3 e2	wō chǐ é
涣散了	hudz4fdz\eee	huan4 san4 le5	huàn sàn le
润了	0ucz\eee	run4 le5	rùn le
润湿了	0ucz9JJJ\eee	run4 shi1 le5	rùn shī le
涨了	7ss/\eee	zhang3 le5	zhǎng le
涨了价	7ss/\eee3jds	zhang3 le5 jia4	zhǎng le jià
涨了吧	7ss/\eeebddd	zhang3 le5 ba5	zhǎng le ba
涨了啊	7ss/\eee'ddd	zhang3 le5 a5	zhǎng le a
涨价了	7ss/3jds\eee	zhang3 jia4 le5	zhǎng jià le
涨停了	7ss/tle;\eee	zhang3 ting2 le5	zhǎng tíng le
涨到了	7ss/]fdo\eee	zhang3 dao4 le5	zhǎng dào le
涨回了	7ss/hocj\eee	zhang3 hui2 le5	zhǎng huí le
涨多了	7ss/]urr\eee	zhang3 duo1 le5	zhǎng duō le
涨大了	7ss/]fds\eee	zhang3 da4 le5	zhǎng dà le
涨成了	7ss/8we;\eee	zhang3 cheng2 le5	zhǎng chéng le
涨水了	7ss/9oxl\eee	zhang3 shui3 le5	zhǎng shuǐ le
涨满了	7ss/-ssz\eee	zhang3 man3 le5	zhǎng mǎn le
涨潮了	7ss/8sdu\eee	zhang3 chao2 le5	zhǎng cháo le
涨疯了	7ss/[rr;\eee	zhang3 feng1 le5	zhǎng fēng le
涨红了脸	7fd/hoe;\eee\lsz	zhang4 hong2 le5 lian3	zhàng hóng le liǎn
涨跌额	7ss/]jvv'wer	zhang3 die1 e2	zhǎng diē é
涨过了	7ss/guew\eee	zhang3 guo4 le5	zhǎng guò le
涨钱了	7ss/2lda\eee	zhang3 qian2 le5	zhǎng qián le
涨高了	7ss/gffu\eee	zhang3 gao1 le5	zhǎng gāo le
涮了	9udz\eee	shuan4 le5	shuàn le
涮完了	9udz=oda\eee	shuan4 wan2 le5	shuàn wán le
涵盖了	hsdagfdl\eee	han2 gai4 le5	hán gài le
淆讹	1ldu'wer	xiao2 e2	xiáo é
淋上了	\lca9fd/\eee	lin2 shang4 le5	lín shàng le
淋了	\lca\eee	lin2 le5	lín le
淋了雨	\lca\eee`...	lin2 le5 yu3	lín le yǔ
淋到了	\lca]fdo\eee	lin2 dao4 le5	lín dào le
淋在了	\lca6fdl\eee	lin2 zai4 le5	lín zài le
淋成了	\lca8we;\eee	lin2 cheng2 le5	lín chéng le
淋湿了	\lca9JJJ\eee	lin2 shi1 le5	lín shī le
淋透了	\lcatreo\eee	lin2 tou4 le5	lín tòu le
淋雨了	\lca`...\eee	lin2 yu3 le5	lín yǔ le
淌了	tss/\eee	tang3 le5	tǎng le
淑恶	9uuu'rew	shu1 e4	shū è
淘到了	tsdu]fdo\eee	tao2 dao4 le5	táo dào le
淘宝了	tsdubsso\eee	tao2 bao3 le5	táo bǎo le
淘摸	tsdu-rrr	tao2 mo1	táo mō
淘来了	tsdu\sdj\eee	tao2 lai2 le5	táo lái le
淘气了	tsdu2jkl\eee	tao2 qi4 le5	táo qì le
淘汰了	tsdutfdl\eee	tao2 tai4 le5	táo tài le
淘鹅	tsdu'wer	tao2 e2	táo é
淡了	]fdz\eee	dan4 le5	dàn le
淡了吧	]fdz\eeebddd	dan4 le5 ba5	dàn le ba
淡出了	]fdz8uuu\eee	dan4 chu1 le5	dàn chū le
淡化了	]fdzhuds\eee	dan4 hua4 le5	dàn huà le
淡去了	]fdz2m,.\eee	dan4 qu4 le5	dàn qù le
淡墨	]fdz-rew	dan4 mo4	dàn mò
淡墨榜	]fdz-rewbss/	dan4 mo4 bang3	dàn mò bǎng
淡多了	]fdz]urr\eee	dan4 duo1 le5	dàn duō le
淡妆轻抹	]fdz7uf;2jr;-rew	dan4 zhuang1 qing1 mo4	dàn zhuāng qīng mò
淡定了	]fdz]je/\eee	dan4 ding4 le5	dàn dìng le
淡忘了	]fdz=ud/\eee	dan4 wang4 le5	dàn wàng le
淡扫蛾眉	]fdz4sso'wer-xcj	dan4 sao3 e2 mei2	dàn sǎo é méi
淡水鳄	]fdz9oxl'rew	dan4 shui3 e4	dàn shuǐ è
淡漠	]fdz-rew	dan4 mo4	dàn mò
淡漠了	]fdz-rew\eee	dan4 mo4 le5	dàn mò le
淡然了	]fdz0sda\eee	dan4 ran2 le5	dàn rán le
淡笑了	]fdz1jdo\eee	dan4 xiao4 le5	dàn xiào le
淡薄了	]fdzbwer\eee	dan4 bo2 le5	dàn bó le
淡蛾	]fdz'wer	dan4 e2	dàn é
淡默	]fdz-rew	dan4 mo4	dàn mò
淤阏	`mmm'rew	yu1 e4	yū è
淤青了	`mmm2jr;\eee	yu1 qing1 le5	yū qīng le
淫恶	ylca'rew	yin2 e4	yín è
淫末	ylca-rew	yin2 mo4	yín mò
淬满了	5ucl-ssz\eee	cui4 man3 le5	cuì mǎn le
深了	9vva\eee	shen1 le5	shēn le
深了吧	9vva\eeebddd	shen1 le5 ba5	shēn le ba
深刻了	9vvaqrew\eee	shen1 ke4 le5	shēn kè le
深厚了	9vvahreo\eee	shen1 hou4 le5	shēn hòu le
深吸了	9vva1jjj\eee	shen1 xi1 le5	shēn xī le
深墨	9vva-rew	shen1 mo4	shēn mò
深处了	9vva8uio\eee	shen1 chu4 le5	shēn chù le
深多了	9vva]urr\eee	shen1 duo1 le5	shēn duō le
深夜了	9vvayjcx\eee	shen1 ye4 le5	shēn yè le
深奥莫测	9vva'fdo-rew5rew	shen1 ao4 mo4 ce4	shēn ào mò cè
深思了	9vva4JJJ\eee	shen1 si1 le5	shēn sī le
深情了	9vva2le;\eee	shen1 qing2 le5	shēn qíng le
深意了	9vvayjkl\eee	shen1 yi4 le5	shēn yì le
深挖了	9vva=uff\eee	shen1 wa1 le5	shēn wā le
深沉了	9vva8xca\eee	shen1 chen2 le5	shēn chén le
深爱了	9vva'fdl\eee	shen1 ai4 le5	shēn ài le
深看了	9vvaqfdz\eee	shen1 kan4 le5	shēn kàn le
深矉蹙頞	9vvaplca5uio'rew	shen1 pin2 cu4 e4	shēn pín cù è
深矉蹙额	9vvaplca5uio'wer	shen1 pin2 cu4 e2	shēn pín cù é
深秋了	9vva2jru\eee	shen1 qiu1 le5	shēn qiū le
深究了	9vva3jru\eee	shen1 jiu1 le5	shēn jiū le
深笑了	9vva1jdo\eee	shen1 xiao4 le5	shēn xiào le
深邃了	9vva4ucl\eee	shen1 sui4 le5	shēn suì le
深重了	9vva7ue/\eee	shen1 zhong4 le5	shēn zhòng le
深默	9vva-rew	shen1 mo4	shēn mò
深默了	9vva-rew\eee	shen1 mo4 le5	shēn mò le
淳默	8oca-rew	chun2 mo4	chún mò
混上了	hucz9fd/\eee	hun4 shang4 le5	hùn shàng le
混久了	hucz3lwo\eee	hun4 jiu3 le5	hùn jiǔ le
混乱了	hucz\udz\eee	hun4 luan4 le5	hùn luàn le
混了	hucz\eee	hun4 le5	hùn le
混了吧	hucz\eeebddd	hun4 le5 ba5	hùn le ba
混入了	hucz0uio\eee	hun4 ru4 le5	hùn rù le
混出了	hucz8uuu\eee	hun4 chu1 le5	hùn chū le
混到了	hucz]fdo\eee	hun4 dao4 le5	hùn dào le
混合了	huczhwer\eee	hun4 he2 le5	hùn hé le
混在了	hucz6fdl\eee	hun4 zai4 le5	hùn zài le
混好了	huczhsso\eee	hun4 hao3 le5	hùn hǎo le
混成了	hucz8we;\eee	hun4 cheng2 le5	hùn chéng le
混搭了	hucz]fff\eee	hun4 da1 le5	hùn dā le
混杂了	hucz6sdf\eee	hun4 za2 le5	hùn zá le
混水摸鱼	hucz9oxl-rrr`.,m	hun4 shui3 mo1 yu2	hùn shuǐ mō yú
混沌了	hucz]ucz\eee	hun4 dun4 le5	hùn dùn le
混淆了	hucz1ldu\eee	hun4 xiao2 le5	hùn xiáo le
混混了	huczhucz\eee	hun4 hun4 le5	hùn hùn le
混混噩噩	hocahoca'rew'rew	hun2 hun2 e4 e4	hún hún è è
混熟了	hucz9oiu\eee	hun4 shu2 le5	hùn shú le
混蛋了	hoca]fdz\eee	hun2 dan4 le5	hún dàn le
混账了	hucz7fd/\eee	hun4 zhang4 le5	hùn zhàng le
混进了	hucz3jcz\eee	hun4 jin4 le5	hùn jìn le
混迹了	hucz3jkl\eee	hun4 ji4 le5	hùn jì le
淹了	yjfa\eee	yan1 le5	yān le
淹死了	yjfa4LLL\eee	yan1 si3 le5	yān sǐ le
淹殁	yjfa-rew	yan1 mo4	yān mò
淹水了	yjfa9oxl\eee	yan1 shui3 le5	yān shuǐ le
淹没	yjfa-rew	yan1 mo4	yān mò
淹没了	yjfa-rew\eee	yan1 mo4 le5	yān mò le
淹没区	yjfa-rew2mmm	yan1 mo4 qu1	yān mò qū
淹没吧	yjfa-rewbddd	yan1 mo4 ba5	yān mò ba
淹没在	yjfa-rew6fdl	yan1 mo4 zai4	yān mò zài
淹没时	yjfa-rew9LKJ	yan1 mo4 shi2	yān mò shí
添上了	tjfa9fd/\eee	tian1 shang4 le5	tiān shàng le
添乱了	tjfa\udz\eee	tian1 luan4 le5	tiān luàn le
添了	tjfa\eee	tian1 le5	tiān le
添了彩	tjfa\eee5ssl	tian1 le5 cai3	tiān le cǎi
添加了	tjfa3jff\eee	tian1 jia1 le5	tiān jiā le
添堵了	tjfa]ooo\eee	tian1 du3 le5	tiān dǔ le
添满了	tjfa-ssz\eee	tian1 man3 le5	tiān mǎn le
添置了	tjfa7JKL\eee	tian1 zhi4 le5	tiān zhì le
清了	2jr;\eee	qing1 le5	qīng le
清了吗	2jr;\eee-ddd	qing1 le5 ma5	qīng le ma
清了吧	2jr;\eeebddd	qing1 le5 ba5	qīng le ba
清了清	2jr;\eee2jr;	qing1 le5 qing1	qīng le qīng
清仓了	2jr;5ff;\eee	qing1 cang1 le5	qīng cāng le
清冷了	2jr;\ww/\eee	qing1 leng3 le5	qīng lěng le
清净了	2jr;3je/\eee	qing1 jing4 le5	qīng jìng le
清减了	2jr;3lsz\eee	qing1 jian3 le5	qīng jiǎn le
清出了	2jr;8uuu\eee	qing1 chu1 le5	qīng chū le
清听了	2jr;tjr;\eee	qing1 ting1 le5	qīng tīng le
清咳了	2jr;qwer\eee	qing1 ke2 le5	qīng ké le
清场了	2jr;8ss/\eee	qing1 chang3 le5	qīng chǎng le
清夜蛾	2jr;yjcx'wer	qing1 ye4 e2	qīng yè é
清完了	2jr;=oda\eee	qing1 wan2 le5	qīng wán le
清扫了	2jr;4sso\eee	qing1 sao3 le5	qīng sǎo le
清新了	2jr;1jva\eee	qing1 xin1 le5	qīng xīn le
清明了	2jr;-le;\eee	qing1 ming2 le5	qīng míng le
清晨了	2jr;8xca\eee	qing1 chen2 le5	qīng chén le
清晰了	2jr;1jjj\eee	qing1 xi1 le5	qīng xī le
清末	2jr;-rew	qing1 mo4	qīng mò
清末时	2jr;-rew9LKJ	qing1 mo4 shi2	qīng mò shí
清末民初	2jr;-rew-lca8uuu	qing1 mo4 min2 chu1	qīng mò mín chū
清楚了	2jr;8ooo\eee	qing1 chu3 le5	qīng chǔ le
清楚哦	2jr;8ooo'wer	qing1 chu3 o2	qīng chǔ ó
清洁了	2jr;3lcv\eee	qing1 jie2 le5	qīng jié le
清洗了	2jr;1lll\eee	qing1 xi3 le5	qīng xǐ le
清淡了	2jr;]fdz\eee	qing1 dan4 le5	qīng dàn le
清清了	2jr;2jr;\eee	qing1 qing1 le5	qīng qīng le
清点了	2jr;]lsz\eee	qing1 dian3 le5	qīng diǎn le
清爽了	2jr;9os/\eee	qing1 shuang3 le5	qīng shuǎng le
清理了	2jr;\lll\eee	qing1 li3 le5	qīng lǐ le
清瘦了	2jr;9reo\eee	qing1 shou4 le5	qīng shòu le
清白了	2jr;bsdj\eee	qing1 bai2 le5	qīng bái le
清硬颚	2jr;yje/'rew	qing1 ying4 e4	qīng yìng è
清空了	2jr;qur;\eee	qing1 kong1 le5	qīng kōng le
清算了	2jr;4udz\eee	qing1 suan4 le5	qīng suàn le
清蒸了	2jr;7rr;\eee	qing1 zheng1 le5	qīng zhēng le
清醒了	2jr;1lw/\eee	qing1 xing3 le5	qīng xǐng le
清闲了	2jr;1lda\eee	qing1 xian2 le5	qīng xián le
清除了	2jr;8oiu\eee	qing1 chu2 le5	qīng chú le
清静了	2jr;3je/\eee	qing1 jing4 le5	qīng jìng le
清高了	2jr;gffu\eee	qing1 gao1 le5	qīng gāo le
渊嚜	`mfa-eee	yuan1 me5	yuān me
渊漠	`mfa-rew	yuan1 mo4	yuān mò
渊默	`mfa-rew	yuan1 mo4	yuān mò
渍墨	6JKL-rew	zi4 mo4	zì mò
渐远了	3jdz`.sz\eee	jian4 yuan3 le5	jiàn yuǎn le
渑厄	-lsz'rew	mian3 e4	miǎn è
渑阨	-lsz'rew	mian3 e4	miǎn è
渗人了	9vcz0xca\eee	shen4 ren2 le5	shèn rén le
渗入了	9vcz0uio\eee	shen4 ru4 le5	shèn rù le
渗出了	9vcz8uuu\eee	shen4 chu1 le5	shèn chū le
渗满了	9vcz-ssz\eee	shen4 man3 le5	shèn mǎn le
渗血了	9vcz1lxx\eee	shen4 xie3 le5	shèn xiě le
渗进了	9vcz3jcz\eee	shen4 jin4 le5	shèn jìn le
渗透了	9vcztreo\eee	shen4 tou4 le5	shèn tòu le
渡了	]uio\eee	du4 le5	dù le
渡劫了	]uio3lcv\eee	du4 jie2 le5	dù jié le
渡给了	]uiogxxl\eee	du4 gei3 le5	dù gěi le
渡过了	]uioguew\eee	du4 guo4 le5	dù guò le
渣了吧	7fff\eeebddd	zha1 le5 ba5	zhā le ba
渣女了	7fffn...\eee	zha1 nü3 le5	zhā nǚ le
渣渣了	7fff7fff\eee	zha1 zha1 le5	zhā zhā le
渣男了	7fffnsda\eee	zha1 nan2 le5	zhā nán le
温和了	=uvahwer\eee	wen1 he2 le5	wēn hé le
温存了	=uva5oca\eee	wen1 cun2 le5	wēn cún le
温情脉脉	=uva2le;-rew-rew	wen1 qing2 mo4 mo4	wēn qíng mò mò
温暖了	=uvanosz\eee	wen1 nuan3 le5	wēn nuǎn le
温柔了	=uva0weu\eee	wen1 rou2 le5	wēn róu le
温热了	=uva0rew\eee	wen1 re4 le5	wēn rè le
温的了	=uva]eee\eee	wen1 de5 le5	wēn de le
温顺了	=uva9ucz\eee	wen1 shun4 le5	wēn shùn le
温馨了	=uva1jva\eee	wen1 xin1 le5	wēn xīn le
港口了	gss/qwwo\eee	gang3 kou3 le5	gǎng kǒu le
渲染了	1mdz0ssz\eee	xuan4 ran3 le5	xuàn rǎn le
渴了	qwww\eee	ke3 le5	kě le
渴了吧	qwww\eeebddd	ke3 le5 ba5	kě le ba
渴了喝	qwww\eeehrrr	ke3 le5 he1	kě le hē
渴望了	qwww=ud/\eee	ke3 wang4 le5	kě wàng le
渴极了	qwww3lkj\eee	ke3 ji2 le5	kě jí le
渴死了	qwww4LLL\eee	ke3 si3 le5	kě sǐ le
游了	yleu\eee	you2 le5	yóu le
游了吧	yleu\eeebddd	you2 le5 ba5	yóu le ba
游出了	yleu8uuu\eee	you2 chu1 le5	yóu chū le
游到了	yleu]fdo\eee	you2 dao4 le5	yóu dào le
游历了	yleu\jkl\eee	you2 li4 le5	yóu lì le
游去了	yleu2m,.\eee	you2 qu4 le5	yóu qù le
游完了	yleu=oda\eee	you2 wan2 le5	yóu wán le
游戏么	yleu1jkl-eee	you2 xi4 me5	yóu xì me
游戏了	yleu1jkl\eee	you2 xi4 le5	yóu xì le
游戏哦	yleu1jkl'wer	you2 xi4 o2	yóu xì ó
游戏笔墨	yleu1jklblll-rew	you2 xi4 bi3 mo4	yóu xì bǐ mò
游戏翰墨	yleu1jklhfdz-rew	you2 xi4 han4 mo4	yóu xì hàn mò
游泳了	yleu`.w/\eee	you2 yong3 le5	yóu yǒng le
游漠螳	yleu-rewtsd;	you2 mo4 tang2	yóu mò táng
游玩了	yleu=oda\eee	you2 wan2 le5	yóu wán le
游荡了	yleu]fd/\eee	you2 dang4 le5	yóu dàng le
游行了	yleu1le;\eee	you2 xing2 le5	yóu xíng le
游览了	yleu\ssz\eee	you2 lan3 le5	yóu lǎn le
游走了	yleu6wwo\eee	you2 zou3 le5	yóu zǒu le
游过了	yleuguew\eee	you2 guo4 le5	yóu guò le
游遍了	yleubjdz\eee	you2 bian4 le5	yóu biàn le
渺小了	-lso1lso\eee	miao3 xiao3 le5	miǎo xiǎo le
渺茫了	-lso-sd;\eee	miao3 mang2 le5	miǎo máng le
湂	'rew	e4	è
湐	-rew	mo4	mò
湖北省鄂州市	hoiubxxl9ww/'rew7rru9JKL	hu2 bei3 sheng3 e4 zhou1 shi4	hú běi shěng è zhōu shì
湖北鳄	hoiubxxl'rew	hu2 bei3 e4	hú běi è
湖里了	hoiu\lll\eee	hu2 li3 le5	hú lǐ le
湘鄂	1jf;'rew	xiang1 e4	xiāng è
湘鄂情	1jf;'rew2le;	xiang1 e4 qing2	xiāng è qíng
湘鄂西	1jf;'rew1jjj	xiang1 e4 xi1	xiāng è xī
湘鄂赣	1jf;'rewgfdz	xiang1 e4 gan4	xiāng è gàn
湘鄂边	1jf;'rewbjfa	xiang1 e4 bian1	xiāng è biān
湮厄	yjfa'rew	yan1 e4	yān è
湮殁	yjfa-rew	yan1 mo4	yān mò
湮没	yjfa-rew	yan1 mo4	yān mò
湮没了	yjfa-rew\eee	yan1 mo4 le5	yān mò le
湮没无闻	yjfa-rew=oiu=oca	yan1 mo4 wu2 wen2	yān mò wú wén
湮灭了	yjfa-jcx\eee	yan1 mie4 le5	yān miè le
湮阨	yjfa'rew	yan1 e4	yān è
湿了	9JJJ\eee	shi1 le5	shī le
湿了吗	9JJJ\eee-ddd	shi1 le5 ma5	shī le ma
湿了鞋	9JJJ\eee1lcv	shi1 le5 xie2	shī le xié
湿掉了	9JJJ]jdo\eee	shi1 diao4 le5	shī diào le
湿润了	9JJJ0ucz\eee	shi1 run4 le5	shī rùn le
湿透了	9JJJtreo\eee	shi1 tou4 le5	shī tòu le
溃散了	qucl4fdz\eee	kui4 san4 le5	kuì sàn le
溃烂了	qucl\fdz\eee	kui4 lan4 le5	kuì làn le
溅上了	3jdz9fd/\eee	jian4 shang4 le5	jiàn shàng le
溅了	3jdz\eee	jian4 le5	jiàn le
溅出了	3jdz8uuu\eee	jian4 chu1 le5	jiàn chū le
溅到了	3jdz]fdo\eee	jian4 dao4 le5	jiàn dào le
溅沫	3jdz-rew	jian4 mo4	jiàn mò
溅湿了	3jdz9JJJ\eee	jian4 shi1 le5	jiàn shī le
溅满了	3jdz-ssz\eee	jian4 man3 le5	jiàn mǎn le
溅起了	3jdz2lll\eee	jian4 qi3 le5	jiàn qǐ le
源刺蛾	`.da5JKL'wer	yuan2 ci4 e2	yuán cì é
溜了	\jru\eee	liu1 le5	liū le
溜出了	\jru8uuu\eee	liu1 chu1 le5	liū chū le
溜到了	\jru]fdo\eee	liu1 dao4 le5	liū dào le
溜去了	\jru2m,.\eee	liu1 qu4 le5	liū qù le
溜号了	\jruhfdo\eee	liu1 hao4 le5	liū hào le
溜回了	\jruhocj\eee	liu1 hui2 le5	liū huí le
溜掉了	\jru]jdo\eee	liu1 diao4 le5	liū diào le
溜走了	\jru6wwo\eee	liu1 zou3 le5	liū zǒu le
溜达了	\jru]sdf\eee	liu1 da2 le5	liū dá le
溜进了	\jru3jcz\eee	liu1 jin4 le5	liū jìn le
溢价了	yjkl3jds\eee	yi4 jia4 le5	yì jià le
溢出了	yjkl8uuu\eee	yi4 chu1 le5	yì chū le
溢满了	yjkl-ssz\eee	yi4 man3 le5	yì mǎn le
溲恶	4rru'rew	sou1 e4	sōu è
溴化砈	1jeohuds'www	xiu4 hua4 e3	xiù huà ě
溶化了	0oe;huds\eee	rong2 hua4 le5	róng huà le
溶没	0oe;-rew	rong2 mo4	róng mò
溶解了	0oe;3lxx\eee	rong2 jie3 le5	róng jiě le
溺死了	njkl4LLL\eee	ni4 si3 le5	nì sǐ le
溺水了	njkl9oxl\eee	ni4 shui3 le5	nì shuǐ le
滋养了	6JJJyls/\eee	zi1 yang3 le5	zī yǎng le
滋味了	6JJJ=ucl\eee	zi1 wei4 le5	zī wèi le
滋润了	6JJJ0ucz\eee	zi1 run4 le5	zī rùn le
滋生了	6JJJ9rr;\eee	zi1 sheng1 le5	zī shēng le
滑下了	hodf1jds\eee	hua2 xia4 le5	huá xià le
滑了	hodf\eee	hua2 le5	huá le
滑了吧	hodf\eeebddd	hua2 le5 ba5	huá le ba
滑倒了	hodf]sso\eee	hua2 dao3 le5	huá dǎo le
滑入了	hodf0uio\eee	hua2 ru4 le5	huá rù le
滑出了	hodf8uuu\eee	hua2 chu1 le5	huá chū le
滑到了	hodf]fdo\eee	hua2 dao4 le5	huá dào le
滑动了	hodf]ue/\eee	hua2 dong4 le5	huá dòng le
滑向了	hodf1jd/\eee	hua2 xiang4 le5	huá xiàng le
滑开了	hodfqffj\eee	hua2 kai1 le5	huá kāi le
滑档了	hodf]fd/\eee	hua2 dang4 le5	huá dàng le
滑稽了	hodf3jjj\eee	hua2 ji1 le5	huá jī le
滑羽蛾	hodf`...'wer	hua2 yu3 e2	huá yǔ é
滑脱了	hodfturr\eee	hua2 tuo1 le5	huá tuō le
滑落了	hodf\uew\eee	hua2 luo4 le5	huá luò le
滑行了	hodf1le;\eee	hua2 xing2 le5	huá xíng le
滑过了	hodfguew\eee	hua2 guo4 le5	huá guò le
滑进了	hodf3jcz\eee	hua2 jin4 le5	huá jìn le
滚下了	goxz1jds\eee	gun3 xia4 le5	gǔn xià le
滚了	goxz\eee	gun3 le5	gǔn le
滚出了	goxz8uuu\eee	gun3 chu1 le5	gǔn chū le
滚到了	goxz]fdo\eee	gun3 dao4 le5	gǔn dào le
滚动了	goxz]ue/\eee	gun3 dong4 le5	gǔn dòng le
滚开了	goxzqffj\eee	gun3 kai1 le5	gǔn kāi le
滚成了	goxz8we;\eee	gun3 cheng2 le5	gǔn chéng le
滚烫了	goxztfd/\eee	gun3 tang4 le5	gǔn tàng le
滚粗了	goxz5uuu\eee	gun3 cu1 le5	gǔn cū le
滚落了	goxz\uew\eee	gun3 luo4 le5	gǔn luò le
滚蛋了	goxz]fdz\eee	gun3 dan4 le5	gǔn dàn le
滚过了	goxzguew\eee	gun3 guo4 le5	gǔn guò le
滚远了	goxz`.sz\eee	gun3 yuan3 le5	gǔn yuǎn le
滞住了	7JKL7uio\eee	zhi4 zhu4 le5	zhì zhù le
滞留了	7JKL\leu\eee	zhi4 liu2 le5	zhì liú le
满上了	-ssz9fd/\eee	man3 shang4 le5	mǎn shàng le
满久了	-ssz3lwo\eee	man3 jiu3 le5	mǎn jiǔ le
满了	-ssz\eee	man3 le5	mǎn le
满了吗	-ssz\eee-ddd	man3 le5 ma5	mǎn le ma
满了吧	-ssz\eeebddd	man3 le5 ba5	mǎn le ba
满了啊	-ssz\eee'ddd	man3 le5 a5	mǎn le a
满人了	-ssz0xca\eee	man3 ren2 le5	mǎn rén le
满仓了	-ssz5ff;\eee	man3 cang1 le5	mǎn cāng le
满分了	-ssz[vva\eee	man3 fen1 le5	mǎn fēn le
满员了	-ssz`.da\eee	man3 yuan2 le5	mǎn yuán le
满好额	-sszhsso'wer	man3 hao3 e2	mǎn hǎo é
满岁了	-ssz4ucl\eee	man3 sui4 le5	mǎn suì le
满年了	-ssznlda\eee	man3 nian2 le5	mǎn nián le
满意了	-sszyjkl\eee	man3 yi4 le5	mǎn yì le
满意哦	-sszyjkl'wer	man3 yi4 o2	mǎn yì ó
满月了	-ssz`mcx\eee	man3 yue4 le5	mǎn yuè le
满洲鳄	-ssz7rru'rew	man3 zhou1 e4	mǎn zhōu è
满电了	-ssz]jdz\eee	man3 dian4 le5	mǎn diàn le
满足么	-ssz6oiu-eee	man3 zu2 me5	mǎn zú me
满足了	-ssz6oiu\eee	man3 zu2 le5	mǎn zú le
满送了	-ssz4ue/\eee	man3 song4 le5	mǎn sòng le
满额	-ssz'wer	man3 e2	mǎn é
满额送	-ssz'wer4ue/	man3 e2 song4	mǎn é sòng
滥用了	\fdz`me/\eee	lan4 yong4 le5	làn yòng le
滴下了	]jjj1jds\eee	di1 xia4 le5	dī xià le
滴了	]jjj\eee	di1 le5	dī le
